scenario, 'hostSSH',hostVIP, hostcVIP, 
S3sli8noGuaranteesV210,100.0,99.15317955902381,88.9770114716009,
S3sli8noGuaranteesV220,99.66184005143934,99.72571506853065,56.30524603478088,
S1NoDisNew,0.0,5.015757966586357,0.0,
S3sli8noGuaranteesV230,98.59456248616593,99.29633173061502,21.2162711052423,
S3sli8noGuaranteesV240,92.80768024208085,83.36036092480443,9.527944160770357,
S3sli8noGuaranteesV280,14.057806875954364,19.263979256456118,0.0007287281782266094,
S3sli8noGuaranteesV2100,0.0069165637135959164,4.963149482399398,0.0,
S4sli2noGuaranteesV25,70.6962414685271,87.78820050780094,87.71014529337572,
S4sli2noGuaranteesV210,28.716142182518954,69.67084377805189,69.71035295019378,
S4sli2noGuaranteesV220,100.0,99.99140573026742,99.71981560654726,
S4sli2noGuaranteesV230,100.0,99.97613086894059,99.53717521619714,
S4sli2noGuaranteesV240,100.0,99.96281904081458,99.39501152014633,
S5sli4noGuaranteesNew10,100.0,99.7239008212795,88.64297720454752,
S4sli2noGuaranteesV280,99.77253974893009,99.84348002309318,99.32788699407418,
S5sli4noGuarantees20,100.0,99.99074874490813,55.02606982477372,
S5sli4noGuarantees30,100.0,99.98191543569534,20.685819405049735,
S5sli4noGuarantees40,100.0,99.97006405579401,9.662621034700498,
S6sli2noGuaranteesV25,99.40170452332335,99.87573200214173,99.80294541525973,
S6sli2noGuaranteesV210,92.41688206895124,99.56387421677084,99.3103250979085,
S5sli4noGuarantees80,99.85843118098693,99.85275114599153,0.0,
S5sli4noGuaranteesNew100,99.14717587692792,99.63159764047276,0.0,
S6sli2noGuaranteesV220,84.06603247097402,98.33751987602467,98.05485858142016,
S6sli2noGuaranteesV230,86.95142748217378,95.9798960423163,96.02711802117567,
S6sli2noGuaranteesV240,64.31421362256962,62.31746273257783,60.68873929059706,
S6sli2noGuaranteesV280,0.0,0.0,0.0,
S7sli4noGuarantees10,99.27008050409214,98.54565023991135,69.61336991833844,
S6sli2noGuaranteesV2100,0.0,0.0,0.0,
S7sli4noGuarantees20,91.89806507341773,99.3487766815056,33.41617697696915,
S7sli4noGuarantees30,85.32436035981739,97.63552991663404,0.0032919864352343796,
S7sli4noGuarantees40,79.83156842185656,73.93150841732536,0.0,
S7sli4noGuarantees80,0.0,0.0007741440420512753,0.0,
S8sli8_4prio10,98.7052303927304,98.33809870537365,69.39783836470757,
S7sli4noGuarantees100,0.0,0.0,0.0,
S8sli8_4prio20,98.65631298461986,98.93142859349513,33.3028373087711,
S8sli8_4prio30,96.95862750836575,96.7752917359821,0.0020535970277909777,
S8sli8_4prio40,89.23456615519544,58.069141155095615,0.0,
S8sli8_4prio80,14.083207986012331,0.33547366107403503,0.0,
S9sli4_3prio10,100.0,99.7239008212795,69.65347622070111,
S8sli8_4prio100,0.0,7.827008084780921e-05,0.0,
S9sli4_3prio20,100.0,99.99083136443357,32.65507295879212,
S9sli4_3prio30,100.0,99.9818071853054,0.011260294764481782,
S9sli4_3prio40,100.0,99.97008393837002,0.0,
S10sli4_2prio10,99.87696583626816,99.4703684900506,92.61774350367125,
S9sli4_3prio80,99.83365540845837,99.86443778220593,0.0,
S9sli4_3prio100,99.05209080716253,99.62091522110798,0.0,
S10sli4_2prio20,97.27230824261378,99.81990445355837,65.81511684014443,
S10sli4_2prio30,94.52091374896536,99.5246348089456,32.23685724380181,
S10sli4_2prio40,76.27386136021681,90.22951078938907,15.178305394638054,
S10sli4_2prio80,0.0,6.301938378239708,0.0,
S11sli8_3prio10,100.0,99.15175326298916,69.51361335674324,
S11sli8_3prio20,99.65879637282993,99.73242541435957,33.3456533586113,
S10sli4_2prio100,0.0,0.03427724789461894,0.0,
S11sli8_3prio30,98.59253526142165,99.25816803487702,0.003583597156515894,
S11sli8_3prio80,14.334757278501161,19.10902779332475,0.0,
S11sli8_3prio40,93.55356775149238,81.65001881456635,0.0,
S12sli4_3prio10,99.75393167253632,99.53450002498585,69.73171008936005,
S11sli8_3prio100,0.0,5.013774900368211,0.0,
S12sli4_3prio20,97.41328098524818,99.81983975674683,33.460314180528364,
S12sli4_3prio30,93.52360539604022,99.45401629909115,0.006796832420012228,
S12sli4_3prio40,80.60638070366942,92.6640668129756,0.0,
S12sli4_3prio80,0.0,6.292228766290154,0.0,
S12sli4_3prio100,0.0,0.045531500427191056,0.0,
S4sli2noGuaranteesV2100,0.0,0.0,0.0,
S4sli2noGuaranteesV2Fixed5,70.26875971479717,87.61789692827182,87.67100541915556,
S4sli2noGuaranteesV2Fixed10,28.079087094134266,66.53293737196013,66.45199258539655,
S4sli2noGuaranteesV2Fixed20,0.0,30.921943121764684,30.322339340491876,
S4sli2noGuaranteesV2Fixed5,70.26875971479717,87.61789692827182,87.67100541915556,
